Identifier,Type,DOI,Title,Abstract,Number of references,Study Type,Study Population Size,Control Group Size,Sampling Method
Non-alcoholic fatty liver disease and clinical outcomes in patients with COVID-19,good,10.1111/liv.14575,Metabolic-associated fatty liver disease is associated with severity of COVID-19.,"The Corona Virus Disease 2019 (COVID-19) pandemic has attracted increasing worldwide attention. While metabolic-associated fatty liver disease (MAFLD) affects a quarter of world population, its impact on COVID-19 severity has not been characterized. We identified 55 MAFLD patients with COVID-19, who were 1:1 matched by age, sex and obesity status to non-aged severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)-infected patients without MAFLD. Our results demonstrate that in patients aged less than 60 years with COVID-19, MAFLD is associated with an approximately fourfold increase (adjusted odds ratio 4.07, 95% confidence interval 1.20-13.79, P = .02) in the probability for severe disease, after adjusting for confounders. Healthcare professionals caring for patients with COVID-19 need to be aware that there is a positive association between MAFLD and severe illness with COVID-19.",15, observational,110,55, matched sampling
Non-alcoholic fatty liver disease and clinical outcomes in patients with COVID-19,good,10.1111/jgh.15112,Metabolic associated fatty liver disease increases coronavirus disease 2019 disease severity in nondiabetic patients.,"BACKGROUND AND AIM: Coronavirus disease 2019 (COVID-19) has attracted increasing worldwide attention. While diabetes is known to aggravate COVID-19 severity, it is not known whether nondiabetic patients with metabolic dysfunction are also more prone to more severe disease. The association of metabolic associated fatty liver disease (MAFLD) with COVID-19 severity in nondiabetic patients was investigated here. METHODS: The study cohort comprised 65 patients with (i.e. cases) and 65 patients without MAFLD (i.e. controls). Each case was randomly matched with one control by sex (1:1) and age (±5 years). The association between the presence of MAFLD (as exposure) and COVID-19 severity (as the outcome) was assessed by binary logistic regression analysis. RESULTS: In nondiabetic patients with COVID-19, the presence of MAFLD was associated with a four-fold increased risk of severe COVID-19; the risk increased with increasing numbers of metabolic risk factors. The association with COVID-19 severity persisted after adjusting for age, sex, and coexisting morbid conditions. CONCLUSION: Health-care professionals caring for nondiabetic patients with COVID-19 should be cognizant of the increased likelihood of severe COVID-19 in patients with MAFLD.",8, cohort,130,65, randomized
Epidemiology and clinical features of COVID-19 outbreaks in aged care facilities,good,10.1016/j.jamda.2020.06.009,Temperature in Nursing Home Residents Systematically Tested for SARS-CoV-2.,"OBJECTIVES: Many nursing home residents infected with SARS-CoV-2 fail to be identified with standard screening for the associated COVID-19 syndrome. Current nursing home COVID-19 screening guidance includes assessment for fever, defined as a temperature of at least 38.0°C. The objective of this study was to describe the temperature changes before and after universal testing for SARS-CoV-2 in nursing home residents. DESIGN: Cohort study. SETTING AND PARTICIPANTS: The Veterans Administration (VA) operates 134 Community Living Centers (CLC), similar to nursing homes, that house residents who cannot live independently. VA guidance to CLCs directed daily clinical screening for COVID-19 that included temperature assessment. MEASURES: All CLC residents (n = 7325) underwent SARS-CoV-2 testing. We report the temperature in the window of 14 days before and after universal SARS-CoV-2 testing among CLC residents. Baseline temperature was calculated for 5 days before the study window. RESULTS: SARS-CoV-2 was identified in 443 (6.0%) residents. The average maximum temperature in SARS-CoV-2-positive residents was 37.66 (0.69) compared with 37.11 (0.36) (P = .001) in SARS-CoV-2-negative residents. Temperatures in those with SARS-CoV-2 began rising 7 days before testing and remained elevated during the 14-day follow-up. Among SARS-CoV-2-positive residents, only 26.6% (n = 118) met the fever threshold of 38.0°C during the survey period. Most residents (62.5%, n = 277) with confirmed SARS-CoV-2 did experience 2 or more 0.5°C elevations above their baseline values. One cohort of SARS-CoV-2 residents' (20.3%, n = 90) temperatures never deviated >0.5°C from baseline. CONCLUSIONS AND IMPLICATIONS: A single screening for temperature is unlikely to detect nursing home residents with SARS-CoV-2. Repeated temperature measurement with a patient-derived baseline can increase sensitivity. The current fever threshold as a screening criteria for SARS-CoV-2 infection should be reconsidered.",11, cohort,7325,6882, convenience sampling
Epidemiology and clinical features of COVID-19 outbreaks in aged care facilities,good,10.1016/j.maturitas.2020.06.023,COVID-19 in seniors: Findings and lessons from mass screening in a nursing home.,"BACKGROUND/OBJECTIVE: The COVID-19 epidemic is particularly serious in older adults. The symptomatology and epidemic profile remain little known in this population, especially in disabled oldest-old people with chronic diseases living in nursing homes. The objective of the present study was to comprehensively describe symptoms and chronological aspects of the diffusion of the SARS-CoV-2 virus in a nursing home, among both residents and caregivers. DESIGN: Five-week retrospective cohort study. SETTING: A middle-sized nursing home in Maine-et-Loire, west of France. PARTICIPANTS: Eighty-seven frail older residents (87.9 ± 7.2years; 71 % female) and 92 staff members (38.3 ± 11.7years; 89 % female) were included. MEASUREMENTS: Mass screening for SARS-CoV-2 was performed in both residents and staff. Attack rate, mortality rate, and symptoms among residents and staff infected with SARS-CoV-2 were recorded. RESULTS: The attack rate of COVID-19 was 47 % in residents (case fatality rate, 27 %), and 24 % in staff. Epidemic curves revealed that the epidemic started in residents before spreading to caregivers. Residents exhibited both general and respiratory signs (59 % hyperthermia, 49 % cough, 42 % polypnea) together with geriatric syndromes (15 % falls, 10 % altered consciousness). The classification tree revealed 100 % COVID-19 probability in the following groups: i) residents younger than 90 with dyspnea and falls; ii) residents older than 90 with anorexia; iii) residents older than 90 without anorexia but with altered consciousness. Finally, 41 % of staff members diagnosed with COVID-19 were asymptomatic. CONCLUSIONS: The pauci-symptomatic expression of COVID-19 in older residents, together with the high prevalence of asymptomatic forms in caregivers, justifies mass screening in nursing homes, possibly prioritizing residents with suggestive combinations of clinical signs including dyspnea, falls, anorexia and/or altered consciousness.",24, observational cohort,179, N/A, convenience sampling
Epidemiology and clinical features of COVID-19 outbreaks in aged care facilities,good,10.1007/s00194-020-00404-1,[The first COVID-19 hotspot in a retirement home in Hamburg].,"BACKGROUND: Coronavirus disease 2019 (COVID-19), a disease caused by the new coronavirus (SARS-CoV-2), is a particular threat to old people. At the end of March 2020, the first and so far largest outbreak of the disease occurred in a retirement home in Hamburg. METHODS: Analysis of procedures in dealing with a residential unit affected by SARS-CoV‑2, accommodating a risk group of 60 seniors with dementia is presented as well as a detailed presentation of post-mortem examination results of all 8 deceased tested positive for SARS-CoV‑2. RESULTS: Out of 60 residents, 39 were infected by SARS-CoV‑2. Due to preventive procedures it was possible to stop further spreading of the infection to other residential areas. In all 8 fatal cases, the autopsy diagnosis was death due to COVID-19. Autopsies revealed all COVID-19 patients to have a fatal (broncho)pneumonia and signs of relevant pre-existing cardiac, renal and pulmonary conditions in all cases. In 75% ( CONCLUSION: The cohort of SARS-CoV‑2 infected residents of a nursing home is characteristic for clinical and epidemiological features of the new coronavirus disease. Due to a centralized evaluation of all fatalities at the Institute of Legal Medicine in Hamburg, a detailed examination of all deceased positive for SARS-CoV‑2 was possible. Thereby, increased case fatality rates of approximately 20% could in all cases be assigned to a relevant number of pre-existing comorbidities of multiple organ systems, which was consistent with the clinical data available. HINTERGRUND: Die durch das neue Coronavirus (SARS-CoV-2) bedingte Erkrankung Coronavirus-Krankheit 2019 (COVID-19) stellt eine Gefährdung für Ältere dar. Ende März 2020 kam es zu einem ersten, bislang größten Infektionsausbruch in einem Seniorenpflegewohnheim in Hamburg. METHODE: Analyse von Verfahrensabläufen in einer von SARS-Coronavirus-2 (SARS-CoV‑2) betroffenen Wohneinheit mit 60 demenziell vorerkrankten Senioren sowie umfassende Darstellung der Obduktionsbefunde SARS-CoV-2-positiv getesteter dortiger Sterbefälle. ERGEBNISSE: In 39 von 60 Fällen infizierten sich Pflegeheimbewohner mit SARS-CoV‑2. Eine Ausbreitung der Infektionswelle auf andere Wohnbereiche ließ sich verhindern. In allen 8 Sterbefällen wurde durch die Obduktion die Diagnose eines COVID-19-bedingten Todes gestellt. Autoptisch fanden sich eine todesursächliche (Broncho‑)Pneumonie sowie Korrelate relevanter kardialer, renaler und pulmonaler Vorerkrankungen in allen Fällen. In 75 % ( SCHLUSSFOLGERUNG: Das im deutschsprachigen Raum erstmals systematisch beschriebene Kollektiv von SARS-CoV-2-Infizierten in einer Pflegeeinrichtung ist charakteristisch für die bislang bekannten klinischen und epidemiologischen Besonderheiten der neuen Coronainfektion. Durch die zentralisierte Evaluation aller Todesfälle in Hamburg war eine gezielte Aufarbeitung der SARS-CoV-2-positiven Sterbefälle unter den betroffenen Heimbewohnern möglich. Der deutlich erhöhten Letalität von ca. 20 % konnten in allen Fällen relevante Komorbiditäten multipler Organsysteme zugeordnet werden – die mit den klinischen Daten im Einklang standen.",20, observational,60, not applicable, convenience sampling
Epidemiology and clinical features of COVID-19 outbreaks in aged care facilities,good,10.1515/dx-2020-0094,Anti SARS-CoV-2 antibodies monitoring in a group of residents in a long term care facility during COVID-19 pandemic peak.,"Objectives Clinical laboratories plays a key role in screening, diagnosis and containment of the Coronavirus 2019 infection epidemic. The etiological diagnosis presupposes the isolation of virus genetic material in the patient's biological sample but laboratory diagnostics also make use of searching possibility for immunoglobulin (Ig)G, IgM classes antibodies. The characteristics of the antibody response are not yet completely clear. Methods This study describes a serological monitoring of subjects, elderly nursing care residence guests, interested by a very large infection outbreak. After first nasopharyngeal swab, all the positive subjects (43) were monitored for the persistence of the virus infection through nasopharyngeal swab after 20 days (16-24), 32 days (28-36) and after 49 days (47-50). At the same time, during the second (day 32) and third (day 49) follow up, all the guests were investigated for IgM and IgG anti SARS-CoV-2 antibodies, by using a quantitative chemiluminescence method. Results Thirty two days after performing the first diagnostic swab, 39 of 43 patients (90%) had IgG higher than the cut off value. After 49 days the four patients with negative IgG were still negative. The comparison of the levels of IgG-Ab between the controls shows a significant decrease in concentrations (-10%). Conclusions Our study confirms that in most patients affected by COVID-19 there is a typical antibody response with IgG-Ab present in 90% of nursing care COVID-19 positive residence guests. For IgM-Ab only 23% of tested subjects were positive on the 32nd and 49th day of illness, always in parallel with the IgG-Ab positivity.",16, observational,65, not applicable, convenience sampling
Epidemiology and clinical features of COVID-19 outbreaks in aged care facilities,good,10.4045/tidsskr.20.0405,Outbreak of COVID-19 at three nursing homes in Bergen.,"BACKGROUND: Nursing home residents are generally old and frail, and at high risk that COVID-19 will take a serious course. Outbreaks of COVID-19 have not previously been described in Norway, and it is important to identify mechanisms for spread of the infection and course of disease for nursing home residents with this pandemic disease. MATERIAL AND METHOD: We included residents from three nursing homes with outbreaks of COVID-19 in a retrospective observational study, and we retrieved information on the number of staff for whom SARS-CoV-2 was confirmed or who were placed in quarantine. We present resident characteristics, course of disease and mortality associated with COVID-19 in the nursing homes, as well as providing a brief description of the outbreaks. RESULTS: Forty residents were included, 26 of whom were women. The average age was 86.2 years. Thirty-seven of the residents had atypical symptoms, nine of them were asymptomatic at the time of diagnosis, and 21 died during the coronavirus infection. Contact tracing indicated that the outbreaks may have originated from staff in the pre-symptomatic or early and mild phase of the disease. SARS-CoV-2 was detected in forty-two staff members, and a further 115 were placed in quarantine. INTERPRETATION: Many residents had atypical disease presentation, and the mortality from COVID-19 was high. Spread of infection may have originated from staff, also before they displayed obvious symptoms, and contributed to extensive spread of SARS-CoV-2 in the three nursing homes.",22, retrospektiv observasjonsstudie,40,0, convenience sampling
Epidemiology and clinical features of COVID-19 outbreaks in aged care facilities,good,10.1007/s11606-020-06165-7,Cross-Sectional Prevalence of SARS-CoV-2 Among Skilled Nursing Facility Employees and Residents Across Facilities in Seattle.,"BACKGROUND: Skilled nursing facilities (SNFs) are high-risk settings for SARS-CoV-2 transmission. Infection rates among employees are infrequently described. OBJECTIVE: To describe SARS-CoV-2 rates among SNF employees and residents during a non-outbreak time period, we measured cross-sectional SARS-CoV-2 prevalence across multiple sites in the Seattle area. DESIGN: SARS-CoV-2 testing was performed for SNF employees and residents using quantitative real-time reverse transcription polymerase chain reaction. A subset of employees completed a sociodemographic and symptom questionnaire. PARTICIPANTS: Between March 29 and May 13, 2020, we tested 1583 employees and 1208 residents at 16 SNFs for SARS-CoV-2. MAIN MEASURE: SARS-CoV-2 testing results and symptom report among employees and residents. KEY RESULTS: Eleven of the 16 SNFs had one or more resident or employee test positive. Overall, 46 (2.9%) employees had positive or inconclusive testing for SARS-CoV-2, and among those who completed surveys, most were asymptomatic and involved in direct patient care. The majority of employees tested were female (934, 73%), and most employees were Asian (392, 30%), Black (360, 28%), or white (360, 28%). Among the 1208 residents tested, 110 (9.1%) had positive or inconclusive results. There was no association between the presence of positive residents and positive employees within a SNF (p = 0.62, McNemar's test). CONCLUSIONS: In the largest study of SNFs to date, SARS-CoV-2 infections were detected among both employees and residents. Employees testing positive were often asymptomatic and involved in direct patient care. Surveillance testing is needed for SNF employees and residents during the pandemic response.",26, cross-sectional,2785, N/A, convenience sampling
Epidemiology and clinical features of COVID-19 outbreaks in aged care facilities,good,10.15585/mmwr.mm6921e1,"Universal and Serial Laboratory Testing for SARS-CoV-2 at a Long-Term Care Skilled Nursing Facility for Veterans - Los Angeles, California, 2020.","On March 28, 2020, two residents of a long-term care skilled nursing facility (SNF) at the Veterans Affairs Greater Los Angeles Healthcare System (VAGLAHS) had positive test results for SARS-CoV-2, the cause of coronavirus disease 2019 (COVID-19), by reverse transcription-polymerase chain reaction (RT-PCR) testing of nasopharyngeal specimens collected on March 26 and March 27. During March 29-April 23, all SNF residents, regardless of symptoms, underwent serial (approximately weekly) nasopharyngeal SARS-CoV-2 RT-PCR testing, and positive results were communicated to the county health department. All SNF clinical and nonclinical staff members were also screened for SARS-CoV-2 by RT-PCR during March 29-April 10. Nineteen of 99 (19%) residents and eight of 136 (6%) staff members had positive test results for SARS-CoV-2 during March 28-April 10; no further resident cases were identified on subsequent testing on April 13, April 22, and April 23. Fourteen of the 19 residents with COVID-19 were asymptomatic at the time of testing. Among these residents, eight developed symptoms 1-5 days after specimen collection and were later classified as presymptomatic; one of these patients died. This report describes an outbreak of COVID-19 in an SNF, with case identification accomplished by implementing several rounds of RT-PCR testing, permitting rapid isolation of both symptomatic and asymptomatic residents with COVID-19. The outbreak was successfully contained following implementation of this strategy.",9, observational,99, N/A, convenience sampling
Epidemiology and clinical features of COVID-19 outbreaks in aged care facilities,good,10.15585/mmwr.mm6932e4,"Transmission of SARS-CoV-2 Involving Residents Receiving Dialysis in a Nursing Home - Maryland, April 2020.","SARS-CoV-2, the virus that causes coronavirus disease 2019 (COVID-19), can spread rapidly in nursing homes once it is introduced (1,2). To prevent outbreaks, more data are needed to identify sources of introduction and means of transmission within nursing homes. Nursing home residents who receive hemodialysis (dialysis) might be at higher risk for SARS-CoV-2 infections because of their frequent exposures outside the nursing home to both community dialysis patients and staff members at dialysis centers (3). Investigation of a COVID-19 outbreak in a Maryland nursing home (facility A) identified a higher prevalence of infection among residents undergoing dialysis (47%; 15 of 32) than among those not receiving dialysis (16%; 22 of 138) (p<0.001). Among residents with COVID-19, the 30-day hospitalization rate among those receiving dialysis (53%) was higher than that among residents not receiving dialysis (18%) (p = 0.03); the proportion of dialysis patients who died was 40% compared with those who did not receive dialysis (27%) (p = 0.42).Careful consideration of infection control practices throughout the dialysis process (e.g., transportation, time spent in waiting areas, spacing of machines, and cohorting), clear communication between nursing homes and dialysis centers, and coordination of testing practices between these sites are critical to preventing COVID-19 outbreaks in this medically vulnerable population.",8, observational,170,138, convenience sampling
Autopsy in COVID-19: what the clinician can learn from the dead?,good,10.1111/his.14160,Pulmonary and systemic involvement in COVID-19 patients assessed with ultrasound-guided minimally invasive autopsy.,"AIMS: Brazil ranks high in the number of coronavirus disease 19 (COVID-19) cases and the COVID-19 mortality rate. In this context, autopsies are important to confirm the disease, determine associated conditions, and study the pathophysiology of this novel disease. The aim of this study was to assess the systemic involvement of COVID-19. In order to follow biosafety recommendations, we used ultrasound-guided minimally invasive autopsy (MIA-US), and we present the results of 10 initial autopsies. METHODS AND RESULTS: We used MIA-US for tissue sampling of the lungs, liver, heart, kidneys, spleen, brain, skin, skeletal muscle and testis for histology, and reverse transcription polymerase chain reaction to detect severe acute respiratory syndrome coronavirus 2 RNA. All patients showed exudative/proliferative diffuse alveolar damage. There were intense pleomorphic cytopathic effects on the respiratory epithelium, including airway and alveolar cells. Fibrinous thrombi in alveolar arterioles were present in eight patients, and all patients showed a high density of alveolar megakaryocytes. Small thrombi were less frequently observed in the glomeruli, spleen, heart, dermis, testis, and liver sinusoids. The main systemic findings were associated with comorbidities, age, and sepsis, in addition to possible tissue damage due to the viral infection, such as myositis, dermatitis, myocarditis, and orchitis. CONCLUSIONS: MIA-US is safe and effective for the study of severe COVID-19. Our findings show that COVID-19 is a systemic disease causing major events in the lungs and with involvement of various organs and tissues. Pulmonary changes result from severe epithelial injury and microthrombotic vascular phenomena. These findings indicate that both epithelial and vascular injury should be addressed in therapeutic approaches.",35, case series,10, N/A, convenience sampling
Autopsy in COVID-19: what the clinician can learn from the dead?,good,10.7326/M20-2003,Autopsy Findings and Venous Thromboembolism in Patients With COVID-19: A Prospective Cohort Study.,"BACKGROUND: The new coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has caused more than 210 000 deaths worldwide. However, little is known about the causes of death and the virus's pathologic features. OBJECTIVE: To validate and compare clinical findings with data from medical autopsy, virtual autopsy, and virologic tests. DESIGN: Prospective cohort study. SETTING: Autopsies performed at a single academic medical center, as mandated by the German federal state of Hamburg for patients dying with a polymerase chain reaction-confirmed diagnosis of COVID-19. PATIENTS: The first 12 consecutive COVID-19-positive deaths. MEASUREMENTS: Complete autopsy, including postmortem computed tomography and histopathologic and virologic analysis, was performed. Clinical data and medical course were evaluated. RESULTS: Median patient age was 73 years (range, 52 to 87 years), 75% of patients were male, and death occurred in the hospital ( LIMITATION: Limited sample size. CONCLUSION: The high incidence of thromboembolic events suggests an important role of COVID-19-induced coagulopathy. Further studies are needed to investigate the molecular mechanism and overall clinical incidence of COVID-19-related death, as well as possible therapeutic interventions to reduce it. PRIMARY FUNDING SOURCE: University Medical Center Hamburg-Eppendorf.",32, cohort,12, N/A, convenience sampling
Autopsy in COVID-19: what the clinician can learn from the dead?,good,10.1038/s41379-020-0536-x,Pathological study of the 2019 novel coronavirus disease (COVID-19) through postmortem core biopsies.,"Data on pathologic changes of the 2019 novel coronavirus disease (COVID-19) are scarce. To gain knowledge about the pathology that may contribute to disease progression and fatality, we performed postmortem needle core biopsies of lung, liver, and heart in four patients who died of COVID-19 pneumonia. The patients' ages ranged from 59 to 81, including three males and one female. Each patient had at least one underlying disease, including immunocompromised status (chronic lymphocytic leukemia and renal transplantation) or other conditions (cirrhosis, hypertension, and diabetes). Time from disease onset to death ranged from 15 to 52 days. All patients had elevated white blood cell counts, with significant rise toward the end, and all had lymphocytopenia except for the patient with leukemia. Histologically, the main findings are in the lungs, including injury to the alveolar epithelial cells, hyaline membrane formation, and hyperplasia of type II pneumocytes, all components of diffuse alveolar damage. Consolidation by fibroblastic proliferation with extracellular matrix and fibrin forming clusters in airspaces is evident. In one patient, the consolidation consists of abundant intra-alveolar neutrophilic infiltration, consistent with superimposed bacterial bronchopneumonia. The liver exhibits mild lobular infiltration by small lymphocytes, and centrilobular sinusoidal dilation. Patchy necrosis is also seen. The heart shows only focal mild fibrosis and mild myocardial hypertrophy, changes likely related to the underlying conditions. In conclusion, the postmortem examinations show advanced diffuse alveolar damage, as well as superimposed bacterial pneumonia in some patients. Changes in the liver and heart are likely secondary or related to the underlying diseases.",18, observational,4, N/A, convenience sampling
Autopsy in COVID-19: what the clinician can learn from the dead?,good,10.1007/s00414-020-02317-w,"Dying with SARS-CoV-2 infection-an autopsy study of the first consecutive 80 cases in Hamburg, Germany.","Autopsies of deceased with a confirmed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection can provide important insights into the novel disease and its course. Furthermore, autopsies are essential for the correct statistical recording of the coronavirus disease 2019 (COVID-19) deaths. In the northern German Federal State of Hamburg, all deaths of Hamburg citizens with ante- or postmortem PCR-confirmed SARS-CoV-2 infection have been autopsied since the outbreak of the pandemic in Germany. Our evaluation provides a systematic overview of the first 80 consecutive full autopsies. A proposal for the categorisation of deaths with SARS-CoV-2 infection is presented (category 1: definite COVID-19 death; category 2: probable COVID-19 death; category 3: possible COVID-19 death with an equal alternative cause of death; category 4: SARS-CoV-2 detection with cause of death not associated to COVID-19). In six cases, SARS-CoV-2 infection was diagnosed postmortem by a positive PCR test in a nasopharyngeal or lung tissue swab. In the other 74 cases, SARS-CoV-2 infection had already been known antemortem. The deceased were aged between 52 and 96 years (average 79.2 years, median 82.4 years). In the study cohort, 34 deceased were female (38%) and 46 male (62%). Overall, 38% of the deceased were overweight or obese. All deceased, except for two women, in whom no significant pre-existing conditions were found autoptically, had relevant comorbidities (in descending order of frequency): (1) diseases of the cardiovascular system, (2) lung diseases, (3) central nervous system diseases, (4) kidney diseases, and (5) diabetes mellitus. A total of 76 cases (95%) were classified as COVID-19 deaths, corresponding to categories 1-3. Four deaths (5%) were defined as non-COVID-19 deaths with virus-independent causes of death. In eight cases, pneumonia was combined with a fulminant pulmonary artery embolism. Peripheral pulmonary artery embolisms were found in nine other cases. Overall, deep vein thrombosis has been found in 40% of the cases. This study provides the largest overview of autopsies of SARS-CoV-2-infected patients presented so far.",31, observational,80,0, convenience sampling
Autopsy in COVID-19: what the clinician can learn from the dead?,good,10.1001/jamacardio.2020.3551,Association of Cardiac Infection With SARS-CoV-2 in Confirmed COVID-19 Autopsy Cases.,"IMPORTANCE: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) can be documented in various tissues, but the frequency of cardiac involvement as well as possible consequences are unknown. OBJECTIVE: To evaluate the presence of SARS-CoV-2 in the myocardial tissue from autopsy cases and to document a possible cardiac response to that infection. DESIGN, SETTING, AND PARTICIPANTS: This cohort study used data from consecutive autopsy cases from Germany between April 8 and April 18, 2020. All patients had tested positive for SARS-CoV-2 in pharyngeal swab tests. EXPOSURES: Patients who died of coronavirus disease 2019. MAIN OUTCOMES AND MEASURES: Incidence of SARS-CoV-2 positivity in cardiac tissue as well as CD3+, CD45+, and CD68+ cells in the myocardium and gene expression of tumor necrosis growth factor α, interferon γ, chemokine ligand 5, as well as interleukin-6, -8, and -18. RESULTS: Cardiac tissue from 39 consecutive autopsy cases were included. The median (interquartile range) age of patients was 85 (78-89) years, and 23 (59.0%) were women. SARS-CoV-2 could be documented in 24 of 39 patients (61.5%). Viral load above 1000 copies per μg RNA could be documented in 16 of 39 patients (41.0%). A cytokine response panel consisting of 6 proinflammatory genes was increased in those 16 patients compared with 15 patients without any SARS-CoV-2 in the heart. Comparison of 15 patients without cardiac infection with 16 patients with more than 1000 copies revealed no inflammatory cell infiltrates or differences in leukocyte numbers per high power field. CONCLUSIONS AND RELEVANCE: In this analysis of autopsy cases, viral presence within the myocardium could be documented. While a response to this infection could be reported in cases with higher virus load vs no virus infection, this was not associated with an influx of inflammatory cells. Future investigations should focus on evaluating the long-term consequences of this cardiac involvement.",15, cohort,39,0, convenience sampling
Autopsy in COVID-19: what the clinician can learn from the dead?,good,10.1007/s00414-020-02319-8,Gross and histopathological pulmonary findings in a COVID-19 associated death during self-isolation.,"Forensic investigations generally contain extensive morphological examinations to accurately diagnose the cause of death. Thus, the appearance of a new disease often creates emerging challenges in morphological examinations due to the lack of available data from autopsy- or biopsy-based research. Since late December 2019, an outbreak of a novel seventh coronavirus disease has been reported in China caused by ""severe acute respiratory syndrome coronavirus 2"" (SARS-CoV-2). On March 11, 2020, the new clinical condition COVID-19 (Corona-Virus-Disease-19) was declared a pandemic by the World Health Organization (WHO). Patients with COVID-19 mainly have a mild disease course, but severe disease onset might result in death due to proceeded lung injury with massive alveolar damage and progressive respiratory failure. However, the detailed mechanisms that cause organ injury still remain unclear. We investigated the morphological findings of a COVID-19 patient who died during self-isolation. Pathologic examination revealed massive bilateral alveolar damage, indicating early-phase ""acute respiratory distress syndrome"" (ARDS). This case emphasizes the possibility of a rapid severe disease onset in previously mild clinical condition and highlights the necessity of a complete autopsy to gain a better understanding of the pathophysiological changes in SARS-CoV-2 infections.",18, case report,1, N/A, convenience sampling
Autopsy in COVID-19: what the clinician can learn from the dead?,good,10.1007/s00414-020-02318-9,Inside the lungs of COVID-19 disease.,"In the setting of the coronavirus disease 2019 (COVID-19) pandemic, only few data regarding lung pathology induced by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is available, especially without medical intervention interfering with the natural evolution of the disease. We present here the first case of forensic autopsy of a COVID-19 fatality occurring in a young woman, in the community. Diagnosis was made at necropsy and lung histology showed diffuse alveolar damage, edema, and interstitial pneumonia with a geographically heterogeneous pattern, mostly affecting the central part of the lungs. This death related to COVID-19 pathology highlights the heterogeneity and severity of central lung lesions after natural evolution of the disease.",9, case report,1, N/A, N/A
Autopsy in COVID-19: what the clinician can learn from the dead?,good,10.1007/s00428-020-02881-x,The evolution of pulmonary pathology in fatal COVID-19 disease: an autopsy study with clinical correlation.,"The pandemia of coronavirus disease 2019 (COVID-19) has caused more than 355,000 confirmed deaths worldwide. However, publications on postmortem findings are scarce. We present the pulmonary findings in four cases of fatal COVID-19 with a spectrum of lung pathology reflecting disease course and duration, invasive therapies, and laboratory features. Early disease is characterized by neutrophilic, exudative capillaritis with microthrombosis and high levels of IL-1beta and IL-6. Later stages are associated with diffuse alveolar damage and ongoing intravascular thrombosis in small to medium-sized pulmonary vessels, occasionally with areas of infarction equivalents, accompanied by laboratory features of disseminated intravascular coagulation. In late stages, organizing pneumonia with extensive intra-alveolar proliferation of fibroblasts and marked metaplasia of alveolar epithelium can be observed. Viral RNA is encountered in the lung, with virus particles in endothelial cells and pneumocytes. In many patients, multi-organ failure with severe liver damage sets in finally, possibly as consequence of an early-onset pro-inflammatory cytokine storm and/or thrombotic microangiopathy.",24, observational,4,0, convenience sampling
Autopsy in COVID-19: what the clinician can learn from the dead?,good,10.1007/s00414-020-02390-1,"Complete post-mortem data in a fatal case of COVID-19: clinical, radiological and pathological correlations.","A 75-year-old man presented to a French hospital with a 4-day fever after returning from a coronavirus disease-19 (COVID-19) cluster region. A reverse-transcription polymerase chain reaction test was positive for severe acute respiratory syndrome coronavirus-2 (SARS CoV-2) using a nasopharyngeal swab sample. After he returned home and a telephone follow-up, he was found deceased 9 days after first showing symptoms. Whole-body, non-enhanced, post-mortem computed tomography (PMCT) and a forensic autopsy were performed approximately 48 h after death, with sanitary precautions. The PMCT showed bilateral and diffuse crazy-paving lung opacities, with bilateral pleural effusions. Post-mortem virology studies detected the presence of SARS-CoV-2 (B.1 lineage) in the nasopharynx, plasma, lung biopsies, pleural effusion and faeces confirming the persistence of viral ribonucleic acid 48 h after death. Microscopic examination showed that severe lung damage was responsible for his death. The main abnormality was diffuse alveolar damage, associated with different stages of inflammation and fibrosis. This case is one of the first to describe complete post-mortem data for a COVID-19 death and highlights the ability of PMCT to detect severe involvement of the lungs before autopsy in an apparently natural death. The present pathology results are concordant with previously reported findings and reinforce the disease pathogenesis hypothesis of combined viral replication with an inappropriate immune response.",43, Case Report,1, N/A, N/A
