Identifier,Type,DOI,Title,Abstract,Number of references,Study Type,Study Population Size,Control Group Size,Sampling Method
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,bad,10.3390/v12121367,Modeling the Molecular Impact of SARS-CoV-2 Infection on the Renin-Angiotensin System.,"SARS-CoV-2 infection is mediated by the binding of its spike protein to the angiotensin-converting enzyme 2 (ACE2), which plays a pivotal role in the renin-angiotensin system (RAS). The study of RAS dysregulation due to SARS-CoV-2 infection is fundamentally important for a better understanding of the pathogenic mechanisms and risk factors associated with COVID-19 coronavirus disease and to design effective therapeutic strategies. In this context, we developed a mathematical model of RAS based on data regarding protein and peptide concentrations; the model was tested on clinical data from healthy normotensive and hypertensive individuals. We used our model to analyze the impact of SARS-CoV-2 infection on RAS, which we modeled through a downregulation of ACE2 as a function of viral load. We also used it to predict the effect of RAS-targeting drugs, such as RAS-blockers, human recombinant ACE2, and angiotensin 1-7 peptide, on COVID-19 patients; the model predicted an improvement of the clinical outcome for some drugs and a worsening for others. Our model and its predictions constitute a valuable framework for in silico testing of hypotheses about the COVID-19 pathogenic mechanisms and the effect of drugs aiming to restore RAS functionality.",83, observational, not specified, not specified, not specified
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,bad,10.3390/jcm9072315,"The Plasmatic Aldosterone and C-Reactive Protein Levels, and the Severity of Covid-19: The Dyhor-19 Study.","BACKGROUND: The new coronavirus SARS-CoV-2, responsible for the Covid-19 pandemic, uses the angiotensin converting enzyme type 2 (ACE2), a physiological inhibitor of the renin angiotensin aldosterone system (RAAS), as a cellular receptor to infect cells. Since the RAAS can induce and modulate pro-inflammatory responses, it could play a key role in the pathophysiology of Covid-19. Thus, we aimed to determine the levels of plasma renin and aldosterone as indicators of RAAS activation in a series of consecutively admitted patients for Covid-19 in our clinic. METHODS: Plasma renin and aldosterone levels were measured, among the miscellaneous investigations needed for Covid-19 management, early after admission in our clinic. Disease severity was assessed using a seven-category ordinal scale. Primary outcome of interest was the severity of patients' clinical courses. RESULTS: Forty-four patients were included. At inclusion, 12 patients had mild clinical status, 25 moderate clinical status and 7 severe clinical status. In univariate analyses, aldosterone and C-reactive protein (CRP) levels at inclusion were significantly higher in patients with severe clinical course as compared to those with mild or moderate course ( CONCLUSIONS: Both plasmatic aldosterone and CRP levels at inclusion are associated with the clinical course of Covid-19. Our findings may open new perspectives in the understanding of the possible role of RAAS for Covid-19 outcome.",28, observational,44, N/A, convenience sampling
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,bad,10.1186/s12979-020-00194-w,"COVID-19: age, Interleukin-6, C-reactive protein, and lymphocytes as key clues from a multicentre retrospective study.","BACKGROUND: The SARS-CoV-2 infection has widely spread to become the greatest public health challenge to date, the COVID-19 pandemic. Different fatality rates among countries are probably due to non-standardized records being carried out by local health authorities. The Spanish case-fatality rate is 11.22%, far higher than those reported in Asia or by other European countries. A multicentre retrospective study of demographic, clinical, laboratory and immunological features of 584 Spanish COVID-19 hospitalized patients and their outcomes was performed. The use of renin-angiotensin system blockers was also analysed as a risk factor. RESULTS: In this study, 27.4% of cases presented a mild course, 42.1% a moderate one and for 30.5% of cases, the course was severe. Ages ranged from 18 to 98 (average 63). Almost 60 % (59.8%) of patients were male. Interleukin 6 was higher as severity increased. On the other hand, CD8 lymphocyte count was significantly lower as severity grew and subpopulations CD4, CD8, CD19, and NK showed concordant lowering trends. Severity-related natural killer percent descents were evidenced just within aged cases. A significant severity-related decrease of CD4 lymphocytes was found in males. The use of angiotensin-converting enzyme inhibitors was associated with a better prognosis. The angiotensin II receptor blocker use was associated with a more severe course. CONCLUSIONS: Age and age-related comorbidities, such as dyslipidaemia, hypertension or diabetes, determined more frequent severe forms of the disease in this study than in previous literature cohorts. Our cases are older than those so far reported and the clinical course of the disease is found to be impaired by age. Immunosenescence might be therefore a suitable explanation for the hampering of immune system effectors. The adaptive immunity would become exhausted and a strong but ineffective and almost deleterious innate response would account for COVID-19 severity. Angiotensin-converting enzyme inhibitors used by hypertensive patients have a protective effect in regards to COVID-19 severity in our series. Conversely, patients on angiotensin II receptor blockers showed a severer disease.",49, multicentre retrospective study,584, N/A, convenience sampling
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,bad,10.1038/s41598-020-76915-4,Adverse impact of renin-angiotensin system blockade on the clinical course in hospitalized patients with severe COVID-19: a retrospective cohort study.,"The association between angiotensin-converting enzyme inhibitor (ACE-I) or angiotensin II receptor blocker (ARB) and the risk of mortality in hospitalized patients with severe coronavirus disease 2019 (COVID-19) was investigated. This retrospective cohort study was performed in all hospitalized patients with COVID-19 in tertiary hospitals in Daegu, Korea. Patients were classified based on whether they received ACE-I or ARB before COVID-19 diagnosis. The analysis of the primary outcome, in-hospital mortality, was performed using the Cox proportional hazards regression model. Of 130 patients with COVID-19, 30 (23.1%) who received ACE-I or ARB exhibited an increased risk of in-hospital mortality (adjusted hazard ratio, 2.20; 95% confidence interval [CI], 1.10-4.38; P = 0.025). ACE-I or ARB was also associated with severe complications, such as acute respiratory distress syndrome (ARDS) (adjusted odds ratio [aOR], 2.58; 95% CI, 1.02-6.51; P = 0.045) and acute kidney injury (AKI) (aOR, 3.06; 95% CI, 1.15-8.15; P = 0.026). Among the patients with ACE-I or ARB therapy, 8 patients (26.7%) used high equivalent doses of ACE-I or ARB and they had higher in-hospital mortality and an increased risk of ARDS and AKI (all, P < 0.05). ACE-I or ARB therapy in patients with severe COVID-19 was associated with the occurrence of severe complications and increased in-hospital mortality. The potentially harmful effect of ACE-I or ARB therapy may be higher in patients who received high doses.",46, cohort,130,100, convenience sampling
Non-alcoholic fatty liver disease and clinical outcomes in patients with COVID-19,bad,10.1111/apt.15813,Review article: COVID-19 and liver disease-what we know on 1st May 2020.,"BACKGROUND: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the causative pathogen of coronavirus disease 2019 (COVID-19), became a global threat to human health. Liver impairment has been frequently reported as a common manifestation, although its clinical significance is still unclear, particularly in patients with underlying chronic liver disease (CLD). AIMS: To summarise the changes in liver function tests during SARS-CoV-2 infection and the impact of COVID-19 in patients with underlying CLD. METHODS: A literature review using online database PubMed was done using the search terms ""SARS-CoV-2"", ""COVID-19"", ""liver"", ""cirrhosis"" and ""liver transplantation"". RESULTS: COVID-19 is frequently associated with different degrees of abnormal liver function tests, most notably transaminases, which are usually transitory and of mild degree. Available evidence suggests that liver injury may result from direct pathogenic effect by the virus, systemic inflammation or toxicity from commonly used drugs in this subset of patients. SARS-CoV-2 infection in children is associated with minimal or no increase in liver enzymes, thus the presence of abnormal liver function tests should trigger evaluation for underlying liver diseases. Although it seems that patients with CLD are not at greater risk for acquiring the infection, those with cirrhosis, hepatocellular carcinoma, non-alcoholic fatty liver disease, autoimmune liver diseases or liver transplant may have a greater risk for severe COVID-19. CONCLUSIONS: Abnormal liver function tests during the course of COVID-19 are common, though clinically significant liver injury is rare. Further research is needed focusing on the effect of existing liver-related comorbidities on treatment and outcome of COVID-19.",77, Review article, N/A, N/A, N/A
Non-alcoholic fatty liver disease and clinical outcomes in patients with COVID-19,bad,10.1007/s12664-020-01074-3,Poor outcomes in patients with cirrhosis and Corona Virus Disease-19.,"BACKGROUND AND AIM: There is a paucity of data on the clinical presentations and outcomes of Corona Virus Disease-19 (COVID-19) in patients with underlying liver disease. We aimed to summarize the presentations and outcomes of COVID-19-positive patients and compare with historical controls. METHODS: Patients with known chronic liver disease who presented with superimposed COVID-19 (n = 28) between 22 April 2020 and 22 June 2020 were studied. Seventy-eight cirrhotic patients without COVID-19 were included as historical controls for comparison. RESULTS: A total of 28 COVID-19 patients (two without cirrhosis, one with compensated cirrhosis, sixteen with acute decompensation [AD], and nine with acute-on-chronic liver failure [ACLF]) were included. The etiology of cirrhosis was alcohol (n = 9), non-alcoholic fatty liver disease (n = 2), viral (n = 5), autoimmune hepatitis (n = 4), and cryptogenic cirrhosis (n = 6). The clinical presentations included complications of cirrhosis in 12 (46.2%), respiratory symptoms in 3 (11.5%), and combined complications of cirrhosis and respiratory symptoms in 11 (42.3%) patients. The median hospital stay was 8 (7-12) days. The mortality rate in COVID-19 patients was 42.3% (11/26), as compared with 23.1% (18/78) in the historical controls (p = 0.077). All COVID-19 patients with ACLF (9/9) died compared with 53.3% (16/30) in ACLF of historical controls (p = 0.015). Mortality rate was higher in COVID-19 patients with compensated cirrhosis and AD as compared with historical controls 2/17 (11.8%) vs. 2/48 (4.2%), though not statistically significant (p = 0.278). Requirement of mechanical ventilation independently predicted mortality (hazard ratio 13.68). Both non-cirrhotic patients presented with respiratory symptoms and recovered uneventfully. CONCLUSION: COVID-19 is associated with poor outcomes in patients with cirrhosis, with worst survival rates in ACLF. Mechanical ventilation is associated with a poor outcome.",21, observational,28,78, convenience sampling
Non-alcoholic fatty liver disease and clinical outcomes in patients with COVID-19,bad,10.3389/fmed.2021.736109,Not Only High Number and Specific Comorbidities but Also Age Are Closely Related to Progression and Poor Prognosis in Patients With COVID-19.,,43, observational,718, N/A, convenience sampling
Epidemiology and clinical features of COVID-19 outbreaks in aged care facilities,bad,10.1186/s12879-021-05782-9,Higher comorbidities and early death in hospitalized African-American patients with Covid-19.,"BACKGROUND: African-Americans/Blacks have suffered higher morbidity and mortality from COVID-19 than all other racial groups. This study aims to identify the causes of this health disparity, determine prognostic indicators, and assess efficacy of treatment interventions. METHODS: We performed a retrospective cohort study of clinical features and laboratory data of COVID-19 patients admitted over a 52-day period at the height of the pandemic in the United States. This study was performed at an urban academic medical center in New York City, declared a COVID-only facility, serving a majority Black population. RESULTS: Of the 1103 consecutive patients who tested positive for COVID-19, 529 required hospitalization and were included in the study. 88% of patients were Black; and a majority (52%) were 61-80 years old with a mean body mass index in the ""obese"" range. 98% had one or more comorbidities. Hypertension was the most common (79%) pre-existing condition followed by diabetes mellitus (56%) and chronic kidney disease (17%). Patients with chronic kidney disease who received hemodialysis were found to have lower mortality, than those who did not receive it, suggesting benefit from hemodialysis Age > 60 years and coronary artery disease were independent predictors of mortality in multivariate analysis. Cox proportional hazards modeling for time to death demonstrated a significantly high ratio for COPD/Asthma, and favorable effects on outcomes for pre-admission ACE inhibitors and ARBs. CRP (180, 283 mg/L), LDH (551, 638 U/L), glucose (182, 163 mg/dL), procalcitonin (1.03, 1.68 ng/mL), and neutrophil:lymphocyte ratio (8.3:10.0) were predictive of mortality on admission and at 48-96 h. Of the 529 inpatients 48% died, and one third of them died within the first 3 days of admission. 159/529patients received invasive mechanical ventilation, of which 86% died and of the remaining 370 patients, 30% died. CONCLUSIONS: COVID-19 patients in our predominantly Black neighborhood had higher in-hospital mortality, likely due to higher prevalence of comorbidities. Early dialysis and pre-admission intake of ACE inhibitors/ARBs improved patient outcomes. Early escalation of care based on comorbidities and key laboratory indicators is critical for improving outcomes in African-American patients.",34, retrospective cohort,529, N/A, convenience sampling
Epidemiology and clinical features of COVID-19 outbreaks in aged care facilities,bad,10.1007/s00415-020-10002-6,Prevalence and impact of COVID-19 in Parkinson's disease: evidence from a multi-center survey in Tuscany region.,"BACKGROUND: If Parkinson's Disease (PD) may represent a risk factor for Coronavirus disease 2019 (COVID-19) is debated and there are few data on the direct and indirect effects of this pandemic in PD patients. OBJECTIVE: In the current study we evaluated the prevalence, mortality and case-fatality of COVID-19 in a PD cohort, also exploring possible risk factors. We also aimed to investigate the effect of lockdown on motor/non-motor symptoms in PD patients as well as their acceptability/accessibility to telemedicine. METHOD: A case-controlled survey about COVID-19 and other clinical features in PD patients living in Tuscany was conducted. In non-COVID-19 PD patients motor/non-motor symptoms subjective worsening during the lockdown as well as feasibility of telemedicine were explored. RESULTS: Out of 740 PD patients interviewed, 7 (0.9%) were affected by COVID-19, with 0.13% mortality and 14% case-fatality. COVID-19 PD patients presented a higher presence of hypertension (p < 0.001) and diabetes (p = 0.049) compared to non-COVID-19. In non-COVID-19 PD population (n = 733) about 70% did not experience a subjective worsening of motor symptoms or mood, anxiety or insomnia. In our population 75.2% of patients was favorable to use technology to perform scheduled visits, however facilities for telemedicine were available only for 51.2% of cases. CONCLUSION: A higher prevalence of COVID-19 respect to prevalence in Tuscany and Italy was found in the PD population. Hypertension and diabetes, as for general population, were identified as risk factors for COVID-19 in PD. PD patients did not experience a subjective worsening of symptoms during lockdown period and they were also favorable to telemedicine, albeit we reported a reduced availability to perform it.",31, observational,740,14, convenience sampling
Epidemiology and clinical features of COVID-19 outbreaks in aged care facilities,bad,10.1002/jmv.26175,"Analysis of 2019 novel coronavirus infection and clinical characteristics of outpatients: An epidemiological study from a fever clinic in Wuhan, China.","BACKGROUND: Since the outbreak of 2019 novel coronavirus (severe acute respiratory syndrome coronavirus 2 [SARS-CoV-2]) pneumonia, thousands of patients with fever or cough were flocked into fever clinic of designated hospitals in Wuhan, China. To date, no data have ever been reported to reflect the prevalence of coronavirus disease 2019 (COVID-19) among these outpatients. Moreover, it is almost unknown to discriminate COVID-19 and nucleic acid negative patients based on clinical features in the fever clinics. METHODS: The infectious status of SARS-CoV-2 was estimated among the outpatients. The epidemiological and clinical characteristics were compared between COVID-19 and nucleic acid negative patients. RESULTS: The nucleic acid positive rate for SARS-CoV-2 in the outpatients from our fever clinic was 67·1%, while the majority of patients with COVID-19 were mild cases. The predominant initial symptom in those patients with COVID-19 was fever (78.2%), followed by cough (15.6%). Very significantly lower number of eosinophils was characterized in patients with COVID-19 as compared with that of nucleic acid negative patients. More importantly, the proportion of subjects with eosinophil counts lower than normal levels in patients with COVID-19 was much higher than that of nucleic acid negative patients. Fever combined with bilateral ground-glass opacities in computed tomography imaging and eosinophil count below the normal level are probably a valuable indicator of COVID-19 infection in those outpatients. CONCLUSIONS: Those findings may provide critical information for the regions, such as Europe and United States that are facing the same situation as Wuhan experienced, and could be valuable to prevent those nucleic acid negative patients from misdiagnosis before antibody testing.",29, retrospective observational study,936,0, convenience sampling
"Relative sensitivity of anterior nares, mid-turbinate and nasopharyngeal swabs for detection of SARS-CoV-2",bad,10.1371/journal.pone.0254559,Relative sensitivity of anterior nares and nasopharyngeal swabs for initial detection of SARS-CoV-2 in ambulatory patients: Rapid review and meta-analysis.,"Nasopharyngeal (NP) swabs are considered ""gold standard"" for diagnosing SARS-CoV-2 infections, but anterior nares or mid-turbinate swabs (nasal swabs) are often used. We performed a meta-analysis comparing the sensitivity of nasal and nasopharyngeal swabs against a composite reference standard for the initial diagnosis of SARS-CoV-2 infection in ambulatory patients. The study is registered on PROSPERO (CRD42020221827). Data sources included studies appearing between January 1, 2020 and March 20, 2021, identified by searches of PubMed, medRxiv and bioRxiv. Studies included at least 20 subjects who simultaneously provided nasal and nasopharyngeal specimens for reverse transcription-polymerase chain reaction testing, and for which confusion matrices could be constructed. Authors individually assessed studies for inclusion and compared assessments. Each author independently extracted all data elements; differences were reconciled by review of initial data sources. Extracted data included specimen site, patient characteristics, collection site, and confusion matrices comparing results for nasal and nasopharyngeal swabs. Assessed against a composite reference standard, anterior nares swabs are less sensitive (82% - 88%) than nasopharyngeal swabs (98%). For populations with 10% specimen positivity, the negative predictive values of all swab types were greater than 98%. Mid-turbinate and anterior nares swabs seem to perform similarly. The lower sensitivity associated with nasal swab SARS-CoV-2 diagnosis is justified by the ability to screen more patients and reduced personal protective equipment requirements. Our conclusions are limited by the small number of studies and the significant heterogeneity of study designs and study outcomes.",0, Unknown, Unknown, Unknown, Unknown
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",bad,10.2196/24246,A Machine Learning Prediction Model of Respiratory Failure Within 48 Hours of Patient Admission for COVID-19: Model Development and Validation.,"BACKGROUND: Predicting early respiratory failure due to COVID-19 can help triage patients to higher levels of care, allocate scarce resources, and reduce morbidity and mortality by appropriately monitoring and treating the patients at greatest risk for deterioration. Given the complexity of COVID-19, machine learning approaches may support clinical decision making for patients with this disease. OBJECTIVE: Our objective is to derive a machine learning model that predicts respiratory failure within 48 hours of admission based on data from the emergency department. METHODS: Data were collected from patients with COVID-19 who were admitted to Northwell Health acute care hospitals and were discharged, died, or spent a minimum of 48 hours in the hospital between March 1 and May 11, 2020. Of 11,525 patients, 933 (8.1%) were placed on invasive mechanical ventilation within 48 hours of admission. Variables used by the models included clinical and laboratory data commonly collected in the emergency department. We trained and validated three predictive models (two based on XGBoost and one that used logistic regression) using cross-hospital validation. We compared model performance among all three models as well as an established early warning score (Modified Early Warning Score) using receiver operating characteristic curves, precision-recall curves, and other metrics. RESULTS: The XGBoost model had the highest mean accuracy (0.919; area under the curve=0.77), outperforming the other two models as well as the Modified Early Warning Score. Important predictor variables included the type of oxygen delivery used in the emergency department, patient age, Emergency Severity Index level, respiratory rate, serum lactate, and demographic characteristics. CONCLUSIONS: The XGBoost model had high predictive accuracy, outperforming other early warning scores. The clinical plausibility and predictive ability of XGBoost suggest that the model could be used to predict 48-hour respiratory failure in admitted patients with COVID-19.",52, observational cohort,11525, N/A, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",bad,10.18632/aging.203832,Severe versus common COVID-19: an early warning nomogram model.,"The wide spread of coronavirus disease 2019 is currently the most rigorous health threat, and the clinical outcomes of severe patients are extremely poor. In this study, we establish an early warning nomogram model related to severe versus common COVID-19. A total of 1059 COVID-19 patients were analyzed in the primary cohort and divided into common and severe according to the guidelines on the Diagnosis and Treatment of COVID-19 by the National Health Commission of China (7th version). The clinical data were collected for logistic regression analysis to assess the risk factors for severe versus common type. Furthermore, 123 COVID-19 patients were reviewed as the validation cohort to assess the performance of this model. Multivariate logistic analysis revealed that age, dyspnea, lymphocyte count, C-reactive protein and interleukin-6 were independent factors for prewarning the severe type occurrence. Then, the early warning nomogram model including these risk factors for inferring the severe disease occurrence out of common type of COVID-19 was constructed. The C-index of this nomogram in the primary cohort was 0.863, 95% confidence interval (CI) (0.836-0.889). Meanwhile, in the validation cohort, the C-index of this nomogram was 0.889, 95% CI (0.828-0.950). In both the primary cohort and validation cohorts, the calibration curve showed good agreement between prediction and actual probability. The early warning model shows that data at the very beginning including age, dyspnea, lymphocyte count, CRP, and IL-6 may prewarn the severe disease occurrence to some extent, which could help clinicians early and timely treatment.",22, observational,1059,123, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",bad,10.1007/s11845-021-02876-w,Development and validation of prognostic scoring system for COVID-19 severity in South India.,"BACKGROUND: Development of a prediction model using baseline characteristics of COVID-19 patients at the time of diagnosis will aid us in early identification of the high-risk groups and devise pertinent strategies accordingly. Hence, we did this study to develop a prognostic-scoring system for predicting the COVID-19 severity in South India. METHODS: We undertook this retrospective cohort study among COVID-19 patients reporting to Hindu Mission Hospital, India. Multivariable logistic regression using the LASSO procedure was used to select variables for the model building, and the nomogram scoring system was developed with the final selected model. Model discrimination, calibration, and decision curve analysis (DCA) was performed. RESULTS: In total, 35.1% of the patients in the training set developed severe COVID-19 during their follow-up period. In the basic model, nine variables (age group, sex, education, chronic kidney disease, tobacco, cough, dyspnea, olfactory-gustatory dysfunction [OGD], and gastrointestinal symptoms) were selected and a nomogram was built using these variables. In the advanced model, in addition to these variables (except OGD), C-reactive protein, lactate dehydrogenase, ferritin, D-dimer, and CT severity score were selected. The discriminatory power (c-index) for basic model was 0.78 (95%CI: 0.74-0.82) and advanced model was 0.83 (95%CI: 0.79-0.87). DCA showed that both the models are beneficial at a threshold probability around 10-95% than treat-none or treat-all strategies. CONCLUSION: The present study has developed two separate prognostic-scoring systems to predict the COVID-19 severity. This scoring system could help the clinicians and policymakers to devise targeted interventions and in turn reduce the COVID-19 mortality in India.",53, retrospective cohort study,608, N/A, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",bad,10.1186/s40779-021-00315-6,Nomogram for prediction of fatal outcome in patients with severe COVID-19: a multicenter study.,"BACKGROUND: To develop an effective model of predicting fatal outcomes in the severe coronavirus disease 2019 (COVID-19) patients. METHODS: Between February 20, 2020 and April 4, 2020, consecutive confirmed 2541 COVID-19 patients from three designated hospitals were enrolled in this study. All patients received chest computed tomography (CT) and serological examinations at admission. Laboratory tests included routine blood tests, liver function, renal function, coagulation profile, C-reactive protein (CRP), procalcitonin (PCT), interleukin-6 (IL-6), and arterial blood gas. The SaO RESULTS: There were 124 severe patients in the training cohort, and there were 71 and 76 severe patients in the two independent validation cohorts, respectively. Multivariate Cox analysis indicated that age ≥ 70 years (HR = 1.184, 95% CI 1.061-1.321), panting (breathing rate ≥ 30/min) (HR = 3.300, 95% CI 2.509-6.286), lymphocyte count < 1.0 × 10 CONCLUSIONS: This nomogram could help clinicians to identify severe patients who have high risk of death, and to develop more appropriate treatment strategies to reduce the mortality of severe patients. Tocilizumab may improve the prognosis of severe COVID-19 patients with high levels of IL-6.",32, observational,2541, N/A, convenience sampling
Effect of timing of intubation on clinical outcomes of critically ill patients with COVID-19,bad,10.3390/jcm10020297,When Does the Cytokine Storm Begin in COVID-19 Patients? A Quick Score to Recognize It.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the virus that is responsible for coronavirus disease 2019 (COVID-19), which has rapidly spread across the world, becoming a pandemic. The ""cytokine storm"" (CS) in COVID-19 leads to the worst stage of illness, and its timely control through immunomodulators, corticosteroids, and cytokine antagonists may be the key to reducing mortality. After reviewing published studies, we proposed a Cytokine Storm Score (CSs) to identify patients who were in this hyperinflammation state, and at risk of progression and poorer outcomes. We retrospectively analyzed 31 patients admitted to Infectious Disease Department in ""St. Maria"" Hospital in Terni with confirmed SARS-CoV-2 infections, and analyzed the ""CS score"" (CSs) and the severity of COVID-19. Then we conducted a prospective study of COVID-19 patients admitted after the definition of the CSscore. This is the first study that proposes and applies a new score to quickly identify COVID-19 patients who are in a hyperinflammation stage, to rapidly treat them in order to reduce the risk of intubation. CSs can accurately identify COVID-19 patients in the early stages of a CS, to conduct timely, safe, and effect administration of immunomodulators, corticosteroids, and cytokine antagonists, to prevent progression and reduce mortality.",58, observational,31, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1007/s00296-020-04749-4,"Severe COVID-19, multisystem inflammatory syndrome in children, and Kawasaki disease: immunological mechanisms, clinical manifestations and management.","Multisystem inflammatory syndrome (MIS-C) is a pediatric hyperinflammation disorder caused by severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). It has now been reported from several countries the world over. Some of the clinical manifestations of MIS-C mimic Kawasaki disease (KD) shock syndrome. MIS-C develops 4-6 weeks following SARS-CoV-2 infection, and is presumably initiated by adaptive immune response. Though it has multisystem involvement, it is the cardiovascular manifestations that are most prominent. High titres of anti-SARS-CoV-2 antibodies are seen in these patients. As this is a new disease entity, its immunopathogenesis is not fully elucidated. Whether it has some overlap with KD is still unclear. Current treatment guidelines recommend use of intravenous immunoglobulin and high-dose corticosteroids as first-line treatment. Mortality rates of MIS-C are lower compared to adult forms of severe COVID-19 disease.",102, review,0,0, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1136/bmj.m2980,Drug treatments for covid-19: living systematic review and network meta-analysis.,"OBJECTIVE: To compare the effects of treatments for coronavirus disease 2019 (covid-19). DESIGN: Living systematic review and network meta-analysis. DATA SOURCES: WHO covid-19 database, a comprehensive multilingual source of global covid-19 literature, up to 3 December 2021 and six additional Chinese databases up to 20 February 2021. Studies identified as of 1 December 2021 were included in the analysis. STUDY SELECTION: Randomised clinical trials in which people with suspected, probable, or confirmed covid-19 were randomised to drug treatment or to standard care or placebo. Pairs of reviewers independently screened potentially eligible articles. METHODS: After duplicate data abstraction, a bayesian network meta-analysis was conducted. Risk of bias of the included studies was assessed using a modification of the Cochrane risk of bias 2.0 tool, and the certainty of the evidence using the grading of recommendations assessment, development, and evaluation (GRADE) approach. For each outcome, interventions were classified in groups from the most to the least beneficial or harmful following GRADE guidance. RESULTS: 463 trials enrolling 166 581 patients were included; 267 (57.7%) trials and 89 814 (53.9%) patients are new from the previous iteration; 265 (57.2%) trials evaluating treatments with at least 100 patients or 20 events met the threshold for inclusion in the analyses. Compared with standard care, three drugs reduced mortality in patients with mostly severe disease with at least moderate certainty: systemic corticosteroids (risk difference 23 fewer per 1000 patients, 95% credible interval 40 fewer to 7 fewer, moderate certainty), interleukin-6 receptor antagonists when given with corticosteroids (23 fewer per 1000, 36 fewer to 7 fewer, moderate certainty), and Janus kinase inhibitors (44 fewer per 1000, 64 fewer to 20 fewer, high certainty). Compared with standard care, two drugs probably reduce hospital admission in patients with non-severe disease: nirmatrelvir/ritonavir (36 fewer per 1000, 41 fewer to 26 fewer, moderate certainty) and molnupiravir (19 fewer per 1000, 29 fewer to 5 fewer, moderate certainty). Remdesivir may reduce hospital admission (29 fewer per 1000, 40 fewer to 6 fewer, low certainty). Only molnupiravir had at least moderate quality evidence of a reduction in time to symptom resolution (3.3 days fewer, 4.8 fewer to 1.6 fewer, moderate certainty); several others showed a possible benefit. Several drugs may increase the risk of adverse effects leading to drug discontinuation; hydroxychloroquine probably increases the risk of mechanical ventilation (moderate certainty). CONCLUSION: Corticosteroids, interleukin-6 receptor antagonists, and Janus kinase inhibitors probably reduce mortality and confer other important benefits in patients with severe covid-19. Molnupiravir and nirmatrelvir/ritonavir probably reduce admission to hospital in patients with non-severe covid-19. SYSTEMATIC REVIEW REGISTRATION: This review was not registered. The protocol is publicly available in the supplementary material. READERS' NOTE: This article is a living systematic review that will be updated to reflect emerging evidence. Updates may occur for up to two years from the date of original publication. This is the fifth version of the original article published on 30 July 2020 (BMJ 2020;370:m2980), and previous versions can be found as data supplements. When citing this paper please consider adding the version number and date of access for clarity.",89, Randomized Controlled Trials (RCT),16588, N/A, Randomized
Corticosteroid use in COVID-19 patients,bad,10.1007/s10067-020-05190-5,Cytokine storm in COVID-19: pathogenesis and overview of anti-inflammatory agents used in treatment.,"COVID-19 infection has a heterogenous disease course; it may be asymptomatic or causes only mild symptoms in the majority of the cases, while immunologic complications such as macrophage activation syndrome also known as secondary hemophagocytic lymphohistiocytosis, resulting in cytokine storm syndrome and acute respiratory distress syndrome, may also occur in some patients. According to current literature, impairment of SARS-CoV-2 clearance due to genetic and viral features, lower levels of interferons, increased neutrophil extracellular traps, and increased pyroptosis and probable other unknown mechanisms create a background for severe disease course complicated by macrophage activation syndrome and cytokine storm. Various genetic mutations may also constitute a risk factor for severe disease course and occurrence of cytokine storm in COVID-19. Once, immunologic complications like cytokine storm occur, anti-viral treatment alone is not enough and should be combined with appropriate anti-inflammatory treatment. Anti-rheumatic drugs, which are tried for managing immunologic complications of COVID-19 infection, will also be discussed including chloroquine, hydroxychloroquine, JAK inhibitors, IL-6 inhibitors, IL-1 inhibitors, anti-TNF-α agents, corticosteroids, intravenous immunoglobulin (IVIG), and colchicine. Early recognition and appropriate treatment of immunologic complications will decrease the morbidity and mortality in COVID-19 infection, which requires the collaboration of infectious disease, lung, and intensive care unit specialists with other experts such as immunologists, rheumatologists, and hematologists.",69, Review, N/A, N/A, N/A
