Identifier,Type,DOI,Title,Abstract,Number of references,Study Type,Study Population Size,Control Group Size,Sampling Method
Case fatality rates for COVID-19 patients requiring invasive mechanical ventilation,good,10.1056/NEJMoa2004500,Covid-19 in Critically Ill Patients in the Seattle Region - Case Series.,"BACKGROUND: Community transmission of coronavirus 2019 (Covid-19) was detected in the state of Washington in February 2020. METHODS: We identified patients from nine Seattle-area hospitals who were admitted to the intensive care unit (ICU) with confirmed infection with severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). Clinical data were obtained through review of medical records. The data reported here are those available through March 23, 2020. Each patient had at least 14 days of follow-up. RESULTS: We identified 24 patients with confirmed Covid-19. The mean (±SD) age of the patients was 64±18 years, 63% were men, and symptoms began 7±4 days before admission. The most common symptoms were cough and shortness of breath; 50% of patients had fever on admission, and 58% had diabetes mellitus. All the patients were admitted for hypoxemic respiratory failure; 75% (18 patients) needed mechanical ventilation. Most of the patients (17) also had hypotension and needed vasopressors. No patient tested positive for influenza A, influenza B, or other respiratory viruses. Half the patients (12) died between ICU day 1 and day 18, including 4 patients who had a do-not-resuscitate order on admission. Of the 12 surviving patients, 5 were discharged home, 4 were discharged from the ICU but remained in the hospital, and 3 continued to receive mechanical ventilation in the ICU. CONCLUSIONS: During the first 3 weeks of the Covid-19 outbreak in the Seattle area, the most common reasons for admission to the ICU were hypoxemic respiratory failure leading to mechanical ventilation, hypotension requiring vasopressor treatment, or both. Mortality among these critically ill patients was high. (Funded by the National Institutes of Health.).",23, case series, 24, N/A, convenience sampling
Case fatality rates for COVID-19 patients requiring invasive mechanical ventilation,good,10.3201/eid2608.201776,"Characteristics and Outcomes of Coronavirus Disease Patients under Nonsurge Conditions, Northern California, USA, March-April 2020.","Limited data are available on the clinical presentation and outcomes of coronavirus disease (COVID-19) patients in the United States hospitalized under normal-caseload or nonsurge conditions. We retrospectively studied 72 consecutive adult patients hospitalized with COVID-19 in 2 hospitals in the San Francisco Bay area, California, USA, during March 13-April 11, 2020. The death rate for all hospitalized COVID-19 patients was 8.3%, and median length of hospitalization was 7.5 days. Of the 21 (29% of total) intensive care unit patients, 3 (14.3% died); median length of intensive care unit stay was 12 days. Of the 72 patients, 43 (59.7%) had underlying cardiovascular disease and 19 (26.4%) had underlying pulmonary disease. In this study, death rates were lower than those reported from regions of the United States experiencing a high volume of COVID-19 patients.",25, observational, 72, N/A, convenience sampling
Case fatality rates for COVID-19 patients requiring invasive mechanical ventilation,good,10.15585/mmwr.mm6918e1,"Characteristics and Clinical Outcomes of Adult Patients Hospitalized with COVID-19 - Georgia, March 2020.","SARS-CoV-2, the novel coronavirus that causes coronavirus disease 2019 (COVID-19), was first detected in the United States during January 2020 (1). Since then, >980,000 cases have been reported in the United States, including >55,000 associated deaths as of April 28, 2020 (2). Detailed data on demographic characteristics, underlying medical conditions, and clinical outcomes for persons hospitalized with COVID-19 are needed to inform prevention strategies and community-specific intervention messages. For this report, CDC, the Georgia Department of Public Health, and eight Georgia hospitals (seven in metropolitan Atlanta and one in southern Georgia) summarized medical record-abstracted data for hospitalized adult patients with laboratory-confirmed* COVID-19 who were admitted during March 2020. Among 305 hospitalized patients with COVID-19, 61.6% were aged <65 years, 50.5% were female, and 83.2% with known race/ethnicity were non-Hispanic black (black). Over a quarter of patients (26.2%) did not have conditions thought to put them at higher risk for severe disease, including being aged ≥65 years. The proportion of hospitalized patients who were black was higher than expected based on overall hospital admissions. In an adjusted time-to-event analysis, black patients were not more likely than were nonblack patients to receive invasive mechanical ventilation",7, cohort, 305, N/A, convenience sampling
Case fatality rates for COVID-19 patients requiring invasive mechanical ventilation,good,10.1056/NEJMc2010419,Clinical Characteristics of Covid-19 in New York City.,No abstract found,3, observational, 393, N/A, convenience sampling
Case fatality rates for COVID-19 patients requiring invasive mechanical ventilation,good,10.1136/bmj.m1966,Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study.,"OBJECTIVE: To describe outcomes of people admitted to hospital with coronavirus disease 2019 (covid-19) in the United States, and the clinical and laboratory characteristics associated with severity of illness. DESIGN: Prospective cohort study. SETTING: Single academic medical center in New York City and Long Island. PARTICIPANTS: 5279 patients with laboratory confirmed severe acute respiratory syndrome coronavirus 2 (SARS-Cov-2) infection between 1 March 2020 and 8 April 2020. The final date of follow up was 5 May 2020. MAIN OUTCOME MEASURES: Outcomes were admission to hospital, critical illness (intensive care, mechanical ventilation, discharge to hospice care, or death), and discharge to hospice care or death. Predictors included patient characteristics, medical history, vital signs, and laboratory results. Multivariable logistic regression was conducted to identify risk factors for adverse outcomes, and competing risk survival analysis for mortality. RESULTS: Of 11 544 people tested for SARS-Cov-2, 5566 (48.2%) were positive. After exclusions, 5279 were included. 2741 of these 5279 (51.9%) were admitted to hospital, of whom 1904 (69.5%) were discharged alive without hospice care and 665 (24.3%) were discharged to hospice care or died. Of 647 (23.6%) patients requiring mechanical ventilation, 391 (60.4%) died and 170 (26.2%) were extubated or discharged. The strongest risk for hospital admission was associated with age, with an odds ratio of >2 for all age groups older than 44 years and 37.9 (95% confidence interval 26.1 to 56.0) for ages 75 years and older. Other risks were heart failure (4.4, 2.6 to 8.0), male sex (2.8, 2.4 to 3.2), chronic kidney disease (2.6, 1.9 to 3.6), and any increase in body mass index (BMI) (eg, for BMI >40: 2.5, 1.8 to 3.4). The strongest risks for critical illness besides age were associated with heart failure (1.9, 1.4 to 2.5), BMI >40 (1.5, 1.0 to 2.2), and male sex (1.5, 1.3 to 1.8). Admission oxygen saturation of <88% (3.7, 2.8 to 4.8), troponin level >1 (4.8, 2.1 to 10.9), C reactive protein level >200 (5.1, 2.8 to 9.2), and D-dimer level >2500 (3.9, 2.6 to 6.0) were, however, more strongly associated with critical illness than age or comorbidities. Risk of critical illness decreased significantly over the study period. Similar associations were found for mortality alone. CONCLUSIONS: Age and comorbidities were found to be strong predictors of hospital admission and to a lesser extent of critical illness and mortality in people with covid-19; however, impairment of oxygen on admission and markers of inflammation were most strongly associated with critical illness and mortality. Outcomes seem to be improving over time, potentially suggesting improvements in care.",39, cohort, 5279, N/A, convenience sampling
Case fatality rates for COVID-19 patients requiring invasive mechanical ventilation,good,10.2196/20548,New York Inner City Hospital COVID-19 Experience and Current Data: Retrospective Analysis at the Epicenter of the American Coronavirus Outbreak.,"BACKGROUND: In the midst of the coronavirus disease pandemic, emerging clinical data across the world has equipped frontline health care workers, policy makers, and researchers to better understand and combat the illness. OBJECTIVE: The aim of this study is to report the correlation of clinical and laboratory parameters with patients requiring mechanical ventilation and the mortality in patients infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). METHODS: We did a review of patients with SARS-CoV-2 confirmed infection admitted and managed by our institution during the last month. Patients were grouped into intubated and nonintubated, and subgrouped to alive and deceased. A comprehensive analysis using the following parameters were performed: age, sex, ethnicity, BMI, comorbidities, inflammatory markers, laboratory values, cardiac and renal function, electrocardiogram (EKG), chest x-ray findings, temperature, treatment groups, and hospital-acquired patients with SARS-CoV-2. RESULTS: A total of 184 patients were included in our study with ages ranging from 28-97 years (mean 64.72 years) and including 73 females (39.67%) and 111 males (60.33%) with a mean BMI of 29.10. We had 114 African Americans (61.96%), 58 Hispanics (31.52%), 11 Asians (5.98%), and 1 Caucasian (0.54%), with a mean of 1.70 comorbidities. Overall, the mortality rate was 17.39% (n=32), 16.30% (n=30) of our patients required mechanical ventilation, and 11.41% (n=21) had hospital-acquired SARS-CoV-2 infection. Pertinent and statistically significant results were found in the intubated versus nonintubated patients with confirmed SARS-CoV-2 for the following parameters: age (P=.01), BMI (P=.07), African American ethnicity (P<.001), Hispanic ethnicity (P=.02), diabetes mellitus (P=.001), creatinine (P=.29), blood urea nitrogen (BUN; P=.001), procalcitonin (P=.03), C-reactive protein (CRP; P=.007), lactate dehydrogenase (LDH; P=.001), glucose (P=.01), temperature (P=.004), bilateral pulmonary infiltrates in chest x-rays (P<.001), and bilateral patchy opacity (P=.02). The results between the living and deceased subgroups of patients with confirmed SARS-CoV-2 (linking to or against mortality) were BMI (P=.04), length of stay (P<.001), hypertension (P=.02), multiple comorbidity (P=.045), BUN (P=.04), and EKG findings with arrhythmias or blocks (P=.02). CONCLUSIONS: We arrived at the following conclusions based on a comprehensive review of our study group, data collection, and statistical analysis. Parameters that were strongly correlated with the need for mechanical ventilation were younger age group, overweight, Hispanic ethnicity, higher core body temperature, EKG findings with sinus tachycardia, and bilateral diffuse pulmonary infiltrates on the chest x-rays. Those intubated exhibited increased disease severity with significantly elevated levels of serum procalcitonin, CRP, LDH, mean glucose, creatinine, and BUN. Mortality was strongly correlated with BMI, African American ethnicity, hypertension, presence of multiple comorbidities (with a mean of 2.32), worsening renal function with acute kidney injury or acute chronic kidney injury, and EKG findings of arrhythmias and heart blocks.",7, observational, 184, N/A, convenience sampling
Case fatality rates for COVID-19 patients requiring invasive mechanical ventilation,good,10.1503/cmaj.200794,"Baseline characteristics and outcomes of patients with COVID-19 admitted to intensive care units in Vancouver, Canada: a case series.","BACKGROUND: Pandemic severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is associated with high intensive care unit (ICU) mortality. We aimed to describe the clinical characteristics and outcomes of critically ill patients with coronavirus disease 2019 (COVID-19) in a Canadian setting. METHODS: We conducted a retrospective case series of critically ill patients with laboratory-confirmed SARS-CoV-2 infection consecutively admitted to 1 of 6 ICUs in Metro Vancouver, British Columbia, Canada, between Feb. 21 and Apr. 14, 2020. Demographic, management and outcome data were collected by review of patient charts and electronic medical records. RESULTS: Between Feb. 21 and Apr. 14, 2020, 117 patients were admitted to the ICU with a confirmed diagnosis of COVID-19. The median age was 69 (interquartile range [IQR] 60-75) years, and 38 (32.5%) were female. At least 1 comorbidity was present in 86 (73.5%) patients. Invasive mechanical ventilation was required in 74 (63.2%) patients. The duration of mechanical ventilation was 13.5 (IQR 8-22) days overall and 11 (IQR 6-16) days for patients successfully discharged from the ICU. Tocilizumab was administered to 4 patients and hydroxychloroquine to 1 patient. As of May 5, 2020, a total of 18 (15.4%) patients had died, 12 (10.3%) remained in the ICU, 16 (13.7%) were discharged from the ICU but remained in hospital, and 71 (60.7%) were discharged home. INTERPRETATION: In our setting, mortality in critically ill patients with COVID-19 admitted to the ICU was lower than in previously published studies. These data suggest that the prognosis associated with critical illness due to COVID-19 may not be as poor as previously reported.",18, case series, 117, n/a, convenience sampling
Case fatality rates for COVID-19 patients requiring invasive mechanical ventilation,good,10.3389/fphys.2021.618929,Correlation of Coagulation Parameters With Clinical Outcomes During the Coronavirus-19 Surge in New York: Observational Cohort.,"IMPORTANCE: COVID-19 has caused a worldwide illness and New York became the epicenter of COVID-19 in the United States from Mid-March to May 2020. OBJECTIVE: To investigate the coagulopathic presentation of COVID and its natural course during the early stages of the COVID-19 surge in New York. To investigate whether hematologic and coagulation parameters can be used to assess illness severity and death. DESIGN: Retrospective case study of positive COVID inpatients between March 20, 2020-March 31, 2020. SETTING: Montefiore Health System main hospital, Moses, a large tertiary care center in the Bronx. PARTICIPANTS: Adult inpatients with positive COVID tests hospitalized at MHS. EXPOSURE FOR OBSERVATIONAL STUDIES: Datasets of participants were queried for demographic (age, sex, socioeconomic status, and self-reported race and/or ethnicity), clinical and laboratory data. MAIN OUTCOME AND MEASURES: Relationship and predictive value of measured parameters to mortality and illness severity. RESULTS: Of the 225 in this case review, 75 died during hospitalization while 150 were discharged home. Only the admission PT, absolute neutrophil count (ANC) and first D-Dimer could significantly differentiate those who were discharged alive and those who died. Logistic regression analysis shows increased odds ratio for mortality by first D-Dimer within 48 hrs. of admission. The optimal cut-point for the initial D-Dimer to predict mortality was found to be 2.1 μg/mL. 15% of discharged patients required readmission and more than a third of readmitted patients died (5% of all initially discharged). CONCLUSION: We describe here a comprehensive assessment of hematologic and coagulation parameters in COVID-19 and examine the relationship of these to mortality. We demonstrate that both initial and maximum D-Dimer values are biomarkers that can be used for survival assessments. Furthermore, D-Dimer may be useful to follow up discharged patients.",56, observational cohort, 225, N/A, convenience sampling
Case fatality rates for COVID-19 patients requiring invasive mechanical ventilation,good,10.1136/bmj.m1844,Clinical efficacy of hydroxychloroquine in patients with covid-19 pneumonia who require oxygen: observational comparative study using routine care data.,"OBJECTIVE: To assess the effectiveness of hydroxychloroquine in patients admitted to hospital with coronavirus disease 2019 (covid-19) pneumonia who require oxygen. DESIGN: Comparative observational study using data collected from routine care. SETTING: Four French tertiary care centres providing care to patients with covid-19 pneumonia between 12 March and 31 March 2020. PARTICIPANTS: 181 patients aged 18-80 years with documented severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pneumonia who required oxygen but not intensive care. INTERVENTIONS: Hydroxychloroquine at a dose of 600 mg/day within 48 hours of admission to hospital (treatment group) versus standard care without hydroxychloroquine (control group). MAIN OUTCOME MEASURES: The primary outcome was survival without transfer to the intensive care unit at day 21. Secondary outcomes were overall survival, survival without acute respiratory distress syndrome, weaning from oxygen, and discharge from hospital to home or rehabilitation (all at day 21). Analyses were adjusted for confounding factors by inverse probability of treatment weighting. RESULTS: In the main analysis, 84 patients who received hydroxychloroquine within 48 hours of admission to hospital (treatment group) were compared with 89 patients who did not receive hydroxychloroquine (control group). Eight additional patients received hydroxychloroquine more than 48 hours after admission. In the weighted analyses, the survival rate without transfer to the intensive care unit at day 21 was 76% in the treatment group and 75% in the control group (weighted hazard ratio 0.9, 95% confidence interval 0.4 to 2.1). Overall survival at day 21 was 89% in the treatment group and 91% in the control group (1.2, 0.4 to 3.3). Survival without acute respiratory distress syndrome at day 21 was 69% in the treatment group compared with 74% in the control group (1.3, 0.7 to 2.6). At day 21, 82% of patients in the treatment group had been weaned from oxygen compared with 76% in the control group (weighted risk ratio 1.1, 95% confidence interval 0.9 to 1.3). Eight patients in the treatment group (10%) experienced electrocardiographic modifications that required discontinuation of treatment. CONCLUSIONS: Hydroxychloroquine has received worldwide attention as a potential treatment for covid-19 because of positive results from small studies. However, the results of this study do not support its use in patients admitted to hospital with covid-19 who require oxygen.",26, observational, 181, 89, convenience sampling
Case fatality rates for COVID-19 patients requiring invasive mechanical ventilation,good,10.1080/23744235.2020.1774645,Early experience with COVID-19 patients at academic hospital in Southwestern United States.,No abstract found,8, retrospective and prospective cohort, 50, N/A, convenience sampling
"sociodemographic and clinical risk factors, laboratory parameters and treatments associated with higher mortality in COVID-19.",good,10.7150/ijms.46614,Factors associated with death outcome in patients with severe coronavirus disease-19 (COVID-19): a case-control study.,,35, case-control, 124, 0, convenience sampling
"sociodemographic and clinical risk factors, laboratory parameters and treatments associated with higher mortality in COVID-19.",good,10.1371/journal.pone.0235107,"Sociodemographic, clinical and laboratory factors on admission associated with COVID-19 mortality in hospitalized patients: A retrospective observational study.","BACKGROUND: To identify and quantify associations between baseline characteristics on hospital admission and mortality in patients with COVID-19 at a tertiary hospital in Spain. METHODS AND FINDINGS: This retrospective case series included 238 patients hospitalized for COVID-19 at Hospital Universitario Clínico San Cecilio (Granada, Spain) who were discharged or who died. Electronic medical records were reviewed to obtain information on sex, age, personal antecedents, clinical features, findings on physical examination, and laboratory results for each patient. Associations between mortality and baseline characteristics were estimated as hazard ratios (HR) calculated with Cox regression models. Series mortality was 25.6%. Among patients with dependence for basic activities of daily living, 78.7% died, and among patients residing in retirement homes, 80.8% died. The variables most clearly associated with a greater hazard of death were age (3% HR increase per 1-year increase in age; 95%CI 1-6), diabetes mellitus (HR 2.42, 95%CI 1.43-4.09), SatO2/FiO2 ratio (43% HR reduction per 1-point increase; 95%CI 23-57), SOFA score (19% HR increase per 1-point increase, 95%CI 5-34) and CURB-65 score (76% HR increase per 1-point increase, 95%CI 23-143). CONCLUSIONS: The patients residing in retirement homes showed great vulnerability. The main baseline factors that were independently associated with mortality in patients hospitalized for COVID-19 were older age, diabetes mellitus, low SatO2/FiO2 ratio, and high SOFA and CURB-65 scores.",0, observational, 0, 0, convenience sampling
"sociodemographic and clinical risk factors, laboratory parameters and treatments associated with higher mortality in COVID-19.",good,10.1007/s00134-020-05991-x,"Clinical predictors of mortality due to COVID-19 based on an analysis of data of 150 patients from Wuhan, China.",No abstract found,3, retrospective multicenter study, 150, not applicable, convenience sampling
"sociodemographic and clinical risk factors, laboratory parameters and treatments associated with higher mortality in COVID-19.",good,10.1002/jmv.26252,Characteristics and clinical outcomes of COVID-19 patients in an underserved-inner city population: A single tertiary center cohort.,"There is limited information describing the characteristics and clinical outcomes of patients infected with coronavirus disease 2019 (COVID-19) especially those in underserved urban area with minority population in the United States. This is a retrospective single-center study for patients who were admitted with COVID-19 infection. Data collection was from 1 March through 24 April 2020. Demographic, clinical, laboratory, and treatment data were presented using descriptive statistics and frequencies. The χ",28, retrospective cohort, 242, N/A, convenience sampling
"sociodemographic and clinical risk factors, laboratory parameters and treatments associated with higher mortality in COVID-19.",good,10.1111/jgs.16533,"Risk Factors for Mortality in 244 Older Adults With COVID-19 in Wuhan, China: A Retrospective Study.","BACKGROUND/OBJECTIVES: Previous studies have reported that older patients may experience worse outcome(s) after infection with severe acute respiratory syndrome coronavirus-2 than younger individuals. This study aimed to identify potential risk factors for mortality in older patients with coronavirus disease 2019 (COVID-19) on admission, which may help identify those with poor prognosis at an early stage. DESIGN: Retrospective case-control. SETTING: Fever ward of Sino-French New City Branch of Tongji Hospital, Wuhan, China. PARTICIPANTS: Patients aged 60 years or older with COVID-19 (n = 244) were included, of whom 123 were discharged and 121 died in hospital. MEASUREMENTS: Data retrieved from electronic medical records regarding symptoms, signs, and laboratory findings on admission, and final outcomes of all older patients with COVID-19, were retrospectively reviewed. Univariate and multivariate logistic regression analyses were used to explore risk factors for death. RESULTS: Univariate analysis revealed that several clinical characteristics and laboratory variables were significantly different (ie, P < .05) between discharged and deceased patients. Multivariable logistic regression analysis revealed that lymphocyte (LYM) count (odds ratio [OR] = 0.009; 95% confidence interval [CI] = 0.001-0.138; P = .001) and older age (OR = 1.122; 95% CI = 1.007-1.249; P = .037) were independently associated with hospital mortality. White blood cell count was also an important risk factor (P = .052). The area under the receiver operating characteristic curve in the logistic regression model was 0.913. Risk factors for in-hospital death were similar between older men and women. CONCLUSION: Older age and lower LYM count on admission were associated with death in hospitalized COVID-19 patients. Stringent monitoring and early intervention are needed to reduce mortality in these patients. J Am Geriatr Soc 68:E19-E23, 2020.",18, retrospective case-control, 244, 123, convenience sampling
"sociodemographic and clinical risk factors, laboratory parameters and treatments associated with higher mortality in COVID-19.",good,10.1016/j.jinf.2020.04.012,"Suppressed T cell-mediated immunity in patients with COVID-19: A clinical retrospective study in Wuhan, China.","IMPORTANCE: An ongoing outbreak of COVID-19 has exhibited significant threats around the world. We found a significant decrease of T lymphocyte subsets and an increase of inflammatory cytokines of hospitalized patients with COVID-19 in clinical practice. METHODS: We conducted a retrospective, single-center observational study of in-hospital adult patients with confirmed COVID-19 in Hubei Provincial Hospital of traditional Chinese and Western medicine (Wuhan, China) by Mar 1, 2020. Demographic, clinical, laboratory information, especially T lymphocyte subsets and inflammatory cytokines were reported. For patients who died or discharge from hospital, the associations of T lymphocyte subsets on admission were evaluated by univariate logistic regression with odds ratios (ORs) and 95% confidence intervals (CIs), warning values to predict in-hospital death were assessed by Receiver Operator Characteristic (ROC) curves. RESULTS: A total of 187 patients were enrolled in our study from Dec 26, 2019 to Mar 1, 2020, of whom 145 were survivors (discharge = 117) or non-survivors (in-hospital death ==28). All patients exhibited a significant drop of T lymphocyte subsets counts with remarkably increasing concentrations of SAA, CRP, IL-6, and IL-10 compared to normal values. The median concentrations of SAA and CRP in critically-ill patients were nearly 4- and 10-fold than those of mild-ill patients, respectively. As the severity of COVID-19 getting worse, the counts of T lymphocyte drop lower.28 patients died in hospital, the median lymphocyte, CD3+ T-cell, CD4+ T-cell, CD8+ T-cell and B-cell were significantly lower than other patients. Lower counts (/uL) of T lymphocyte subsets lymphocyte (<500), CD3+T-cell (<200), CD4+ T-cell (<100), CD8+ T-cell (<100) and B-cell (<50) were associated with higher risks of in-hospital death of CIVID-19. The warning values to predict in-hospital death of lymphocyte, CD3+ T-cell, CD4+ T-cell, CD8+ T-cell, and B-cell were 559, 235, 104, 85 and 82, respectively. CONCLUSION: We find a significant decrease of T lymphocyte subset is positively correlated with in-hospital death and severity of illness. The decreased levels of T lymphocyte subsets reported in our study were similar with SARS but not common among other virus infection, which may be possible biomarkers for early diagnosis of COVID-19. Our findings may shed light on early warning of high risks of mortality and help early intervention and treatment of COVID-19.",24, observational, 187, not applicable, convenience sampling
"sociodemographic and clinical risk factors, laboratory parameters and treatments associated with higher mortality in COVID-19.",good,10.1002/jmv.26061,Neutrophil to lymphocyte ratio as prognostic and predictive factor in patients with coronavirus disease 2019: A retrospective cross-sectional study.,"This retrospective study was designed to explore whether neutrophil to lymphocyte ratio (NLR) is a prognostic factor in patients with coronavirus disease 2019 (COVID-19). A cohort of patients with COVID-19 admitted to the Tongren Hospital of Wuhan University from 11 January 2020 to 3 March 2020 was retrospectively analyzed. Patients with hematologic malignancy were excluded. The NLR was calculated by dividing the neutrophil count by the lymphocyte count. NLR values were measured at the time of admission. The primary outcome was all-cause in-hospital mortality. A multivariate logistic analysis was performed. A total of 1004 patients with COVID-19 were included in this study. The mortality rate was 4.0% (40 cases). The median age of nonsurvivors (68 years) was significantly older than survivors (62 years). Male sex was more predominant in nonsurvival group (27; 67.5%) than in the survival group (466; 48.3%). NLR value of nonsurvival group (median: 49.06; interquartile range [IQR]: 25.71-69.70) was higher than that of survival group (median: 4.11; IQR: 2.44-8.12; P < .001). In multivariate logistic regression analysis, after adjusting for confounding factors, NLR  more than 11.75 was significantly correlated with all-cause in-hospital mortality (odds ratio = 44.351; 95% confidence interval = 4.627-425.088). These results suggest that the NLR at hospital admission is associated with in-hospital mortality among patients with COVID-19. Therefore, the NLR appears to be a significant prognostic biomarker of outcomes in critically ill patients with COVID-19. However, further investigation is needed to validate this relationship with data collected prospectively.",32, retrospective cross-sectional study, 1004, not applicable, convenience sampling
"sociodemographic and clinical risk factors, laboratory parameters and treatments associated with higher mortality in COVID-19.",good,10.1186/s12931-020-01428-7,Dynamic changes of D-dimer and neutrophil-lymphocyte count ratio as prognostic biomarkers in COVID-19.,"BACKGROUND: Since December 2019, the outbreak of COVID-19 caused a large number of hospital admissions in China. Many patients with COVID-19 have symptoms of acute respiratory distress syndrome, even are in danger of death. This is the first study to evaluate dynamic changes of D-Dimer and Neutrophil-Lymphocyte Count Ratio (NLR) as a prognostic utility in patients with COVID-19 for clinical use. METHODS: In a retrospective study, we collected data from 349 hospitalized patients who diagnosed as the infection of the COVID-19 in Wuhan Pulmonary Hospital. We used ROC curves and Cox regression analysis to explore critical value (optimal cut-off point associated with Youden index) and prognostic role of dynamic changes of D-Dimer and NLR. RESULTS: Three hundred forty-nine participants were enrolled in this study and the mortality rate of the patients with laboratory diagnosed COVID-19 was 14.9%. The initial and peak value of D-Dimer and NLR in deceased patients were higher statistically compared with survivors (P < 0.001). There was a more significant upward trend of D-Dimer and NLR during hospitalization in the deceased patients, initial D-Dimer and NLR were lower than the peak tests (MD) -25.23, 95% CI: - 31.81- -18.64, P < 0.001; (MD) -43.73, 95% CI:-59.28- -31.17, P < 0.001. The test showed a stronger correlation between hospitalization days, PCT and peak D-Dimer than initial D-Dimer. The areas under the ROC curves of peak D-Dimer and peak NLR tests were higher than the initial tests (0.94(95%CI: 0.90-0.98) vs. 0.80 (95% CI: 0.73-0.87); 0.93 (95%CI:0.90-0.96) vs. 0.86 (95%CI:0.82-0.91). The critical value of initial D-Dimer, peak D-Dimer, initial NLR and peak NLR was 0.73 mg/L, 3.78 mg/L,7.13 and 14.31 respectively. 35 (10.03%) patients were intubated. In the intubated patients, initial and peak D-Dimer and NLR were much higher than non-intubated patients (P < 0.001). The critical value of initial D-Dimer, peak D-Dimer, initial NLR and peak NLR in prognosticate of intubation was 0.73 mg/L, 12.75 mg/L,7.28 and 27.55. The multivariable Cox regression analysis showed that age (HR 1.04, 95% CI 1.00-1.07, P = 0.01), the peak D-Dimer (HR 1.03, 95% CI 1.01-1.04, P < 0.001) were prognostic factors for COVID-19 patients' death. CONCLUSIONS: To dynamically observe the ratio of D-Dimer and NLR was more valuable during the prognosis of COVID-19. The rising trend in D-Dimer and NLR, or the test results higher than the critical values may indicate a risk of death for participants with COVID-19.",18, observational, 349, 0, convenience sampling
"sociodemographic and clinical risk factors, laboratory parameters and treatments associated with higher mortality in COVID-19.",good,10.1515/cclm-2020-0459,"Laboratory predictors of death from coronavirus disease 2019 (COVID-19) in the area of Valcamonica, Italy.","Background Comprehensive information has been published on laboratory tests which may predict worse outcome in Asian populations with coronavirus disease 2019 (COVID-19). The aim of this study is to describe laboratory findings in a group of Italian COVID-19 patients in the area of Valcamonica, and correlate abnormalities with disease severity. Methods The final study population consisted of 144 patients diagnosed with COVID-19 (70 who died during hospital stay and 74 who survived and could be discharged) between March 1 and 30, 2020, in Valcamonica Hospital. Demographical, clinical and laboratory data were collected upon hospital admission and were then correlated with outcome (i.e. in-hospital death vs. discharge). Results Compared to patients who could be finally discharged, those who died during hospital stay displayed significantly higher values of serum glucose, aspartate aminotransferase (AST), creatine kinase (CK), lactate dehydrogenase (LDH), urea, creatinine, high-sensitivity cardiac troponin I (hscTnI), prothrombin time/international normalized ratio (PT/INR), activated partial thromboplastin time (APTT), D-dimer, C reactive protein (CRP), ferritin and leukocytes (especially neutrophils), whilst values of albumin, hemoglobin and lymphocytes were significantly decreased. In multiple regression analysis, LDH, CRP, neutrophils, lymphocytes, albumin, APTT and age remained significant predictors of in-hospital death. A regression model incorporating these variables explained 80% of overall variance of in-hospital death. Conclusions The most important laboratory abnormalities described here in a subset of European COVID-19 patients residing in Valcamonica are highly predictive of in-hospital death and may be useful for guiding risk assessment and clinical decision-making.",24, observational, 144, 0, convenience sampling
"sociodemographic and clinical risk factors, laboratory parameters and treatments associated with higher mortality in COVID-19.",good,10.3390/jcm9061733,A Cohort of Patients with COVID-19 in a Major Teaching Hospital in Europe.,"BACKGROUND: Since the confirmation of the first patient infected with SARS-CoV-2 in Spain in January 2020, the epidemic has grown rapidly, with the greatest impact on the region of Madrid. This article describes the first 2226 adult patients with COVID-19, consecutively admitted to La Paz University Hospital in Madrid. METHODS: Our cohort included all patients consecutively hospitalized who had a final outcome (death or discharge) in a 1286-bed hospital of Madrid (Spain) from 25 February (first case admitted) to 19 April 2020. The data were manually entered into an electronic case report form, which was monitored prior to the analysis. RESULTS: We consecutively included 2226 adult patients admitted to the hospital who either died (460) or were discharged (1766). The patients' median age was 61 years, and 51.8% were women. The most common comorbidity was arterial hypertension (41.3%), and the most common symptom on admission was fever (71.2%). The median time from disease onset to hospital admission was 6 days. The overall mortality was 20.7% and was higher in men (26.6% vs. 15.1%). Seventy-five patients with a final outcome were transferred to the intensive care unit (ICU) (3.4%). Most patients admitted to the ICU were men, and the median age was 64 years. Baseline laboratory values on admission were consistent with an impaired immune-inflammatory profile. CONCLUSIONS: We provide a description of the first large cohort of hospitalized patients with COVID-19 in Europe. Advanced age, male sex, the presence of comorbidities and abnormal laboratory values were more common among the patients with fatal outcomes.",18, cohort, 2226, N/A, convenience sampling
